id,garden_points_status,commitment_months,participation_history,project_focus_code,requested_resources_value,personal_reserve_status,volunteer_tenure_bracket,time_commitment_rate,household_profile,co_sponsor_presence,years_in_neighborhood_bracket,asset_contribution_type,member_age,other_support_plans,housing_situation,existing_commitments_count,role_skill_tier,dependents_supported,has_phone,newcomer_status,support_outcome
951,Points 0–199,18.0,Issues on prior roles,Microenterprise support,3590.0,Reserve: <100,unemployed,3.0,Committed/shared household,No co-sponsor,3.0,Shared tools,40.0,None,Own housing,3.0,Unemployed / non-resident unskilled,2.0,Has phone,Newcomer,good
59,Points 200+,18.0,Previous roles completed,Transport (new),1961.0,Reserve: <100,>=7,3.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,23.0,None,Own housing,1.0,Highly skilled / lead,1.0,No phone,Newcomer,good
379,Points 0–199,36.0,Previous roles completed,Transport (new),14318.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,2.0,No tangible assets,57.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
78,Points 0–199,11.0,Delayed in prior commitments,Communications equipment,4771.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,4.0,Long-term fund,51.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
452,No points account,6.0,Previous roles completed,Communications equipment,518.0,Reserve: <100,1<=X<4,3.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,29.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
13,Points 0–199,12.0,Previous roles completed,Communications equipment,1567.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,22.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
569,Points 0–199,48.0,Previous roles completed,Communications equipment,3979.0,No reserve,4<=X<7,4.0,Single adult,No co-sponsor,1.0,Shared tools,41.0,None,Own housing,2.0,Skilled volunteer,2.0,Has phone,Newcomer,good
213,Points negative,27.0,No prior roles / all on time,Microenterprise support,5293.0,Reserve: <100,unemployed,2.0,Single adult,No co-sponsor,4.0,Long-term fund,50.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
323,Points negative,24.0,Previous roles completed,Transport (used),2910.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,1.0,No tangible assets,34.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
651,Points negative,48.0,Previous roles completed,Training / education,7476.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,1.0,No tangible assets,50.0,None,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
292,Points 0–199,36.0,Previous roles completed,Transport (used),9398.0,Reserve: <100,<1,1.0,Committed/shared household,No co-sponsor,4.0,Shared tools,28.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
38,Points 200+,18.0,Previous roles completed,Communications equipment,2100.0,Reserve: <100,1<=X<4,4.0,Single adult,Co-gardener sponsor,2.0,Community plot share,37.0,Partner stores,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
914,No points account,11.0,Previous roles completed,Microenterprise support,2142.0,Reserve: ≥1000,>=7,1.0,Recently separated household,No co-sponsor,2.0,Community plot share,28.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
398,Points negative,36.0,Issues on prior roles,Workshop equipment,2348.0,Reserve: <100,1<=X<4,3.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,46.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
279,No points account,6.0,Previous roles completed,Workshop equipment,4611.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,32.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
272,No points account,12.0,Issues on prior roles,Workshop equipment,1402.0,Reserve: 500–999,4<=X<7,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,37.0,None,Rented housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
793,No points account,6.0,Issues on prior roles,Workshop equipment,1221.0,No reserve,1<=X<4,1.0,Committed/shared household,No co-sponsor,2.0,Long-term fund,27.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
848,No points account,24.0,Previous roles completed,Transport (new),1249.0,Reserve: <100,<1,4.0,Committed/shared household,No co-sponsor,2.0,Community plot share,28.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
37,No points account,48.0,Issues on prior roles,Training / education,6110.0,Reserve: <100,1<=X<4,1.0,Single adult,No co-sponsor,3.0,No tangible assets,31.0,Partner bank,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
581,Points 0–199,18.0,Issues on prior roles,Transport (new),1056.0,Reserve: <100,>=7,3.0,Single adult,Mentor sponsor,3.0,Community plot share,30.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
6,No points account,36.0,Previous roles completed,Training / education,9055.0,No reserve,1<=X<4,2.0,Single adult,No co-sponsor,4.0,No tangible assets,35.0,None,Hosted / no rent,1.0,Unskilled resident,2.0,Has phone,Newcomer,good
166,No points account,6.0,Previous roles completed,Workshop equipment,2978.0,Reserve: 500–999,1<=X<4,1.0,Single adult,No co-sponsor,2.0,Shared tools,32.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
837,No points account,12.0,Previous roles completed,Communications equipment,886.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,21.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
662,Points negative,12.0,Previous roles completed,Transport (new),900.0,No reserve,1<=X<4,4.0,Committed/shared household,No co-sponsor,2.0,Shared tools,23.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
136,No points account,12.0,Issues on prior roles,Communications equipment,1240.0,No reserve,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,38.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
495,Points negative,12.0,Issues on prior roles,Transport (new),2122.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,2.0,Community plot share,39.0,None,Rented housing,2.0,Unskilled resident,2.0,No phone,Local resident,good
408,Points negative,15.0,Previous roles completed,Communications equipment,1053.0,Reserve: <100,<1,4.0,Committed/shared household,No co-sponsor,2.0,Community plot share,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Local resident,good
115,Points negative,12.0,Previous roles completed,Communications equipment,1680.0,Reserve: 500–999,>=7,3.0,Committed/shared household,No co-sponsor,1.0,Community plot share,35.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
858,No points account,15.0,Issues on prior roles,Workshop equipment,3343.0,Reserve: <100,1<=X<4,4.0,Single adult,No co-sponsor,2.0,No tangible assets,28.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
627,Points 200+,6.0,Previous roles completed,Workshop equipment,2116.0,Reserve: <100,1<=X<4,2.0,Single adult,No co-sponsor,2.0,Community plot share,41.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
459,Points negative,6.0,Previous roles completed,Shared appliances,343.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Community plot share,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
243,Points negative,48.0,No prior roles / all on time,Transport (used),4605.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,24.0,None,Hosted / no rent,2.0,Skilled volunteer,2.0,No phone,Newcomer,bad
676,No points account,30.0,Issues on prior roles,Communications equipment,4530.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,26.0,None,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
814,Points negative,48.0,Previous roles completed,Shared appliances,3051.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,4.0,Shared tools,54.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
411,Points 0–199,24.0,Previous roles completed,Communications equipment,1967.0,Reserve: <100,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,20.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
908,Points 0–199,36.0,Previous roles completed,Training / education,3711.0,No reserve,1<=X<4,2.0,Committed/shared household,No co-sponsor,2.0,Shared tools,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
36,Points 0–199,45.0,Issues on prior roles,Communications equipment,4746.0,Reserve: <100,<1,4.0,Single adult,No co-sponsor,2.0,Long-term fund,25.0,None,Own housing,2.0,Unskilled resident,1.0,No phone,Newcomer,bad
941,No points account,12.0,Previous roles completed,Transport (new),3527.0,No reserve,<1,2.0,Single adult,No co-sponsor,3.0,Long-term fund,45.0,None,Own housing,1.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
603,Points 0–199,24.0,All roles on time,Training / education,1837.0,Reserve: <100,4<=X<7,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,No tangible assets,34.0,Partner bank,Hosted / no rent,1.0,Unskilled resident,1.0,No phone,Newcomer,bad
809,Points 0–199,42.0,All roles on time,Transport (used),9283.0,Reserve: <100,unemployed,1.0,Single adult,No co-sponsor,2.0,No tangible assets,55.0,Partner bank,Hosted / no rent,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
882,No points account,24.0,Previous roles completed,Transport (used),9277.0,No reserve,1<=X<4,2.0,Recently separated household,No co-sponsor,4.0,No tangible assets,48.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
145,No points account,21.0,Issues on prior roles,Workshop equipment,2288.0,Reserve: <100,<1,4.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,23.0,None,Own housing,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
554,Points 0–199,12.0,Issues on prior roles,Transport (new),1995.0,Reserve: 100–499,<1,4.0,Single adult,No co-sponsor,1.0,Shared tools,27.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
601,Points 0–199,7.0,Previous roles completed,Communications equipment,2329.0,Reserve: <100,<1,1.0,Adult w/ dependents or shared household,Mentor sponsor,1.0,Community plot share,45.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
933,No points account,9.0,Issues on prior roles,Transport (new),1224.0,Reserve: <100,1<=X<4,3.0,Single adult,No co-sponsor,1.0,Community plot share,30.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
420,Points 0–199,18.0,Previous roles completed,Transport (new),1042.0,No reserve,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Long-term fund,33.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
488,No points account,24.0,Previous roles completed,Transport (new),3757.0,Reserve: <100,>=7,4.0,Adult w/ dependents or shared household,Co-gardener sponsor,4.0,No tangible assets,62.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,good
197,No points account,6.0,Issues on prior roles,Communications equipment,1382.0,Reserve: <100,1<=X<4,1.0,Adult w/ dependents or shared household,No co-sponsor,1.0,Shared tools,28.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
423,Points 0–199,12.0,Issues on prior roles,Transport (new),958.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,3.0,Community plot share,47.0,None,Own housing,2.0,Unskilled resident,2.0,No phone,Newcomer,good
952,Points negative,36.0,Delayed in prior commitments,Microenterprise support,2145.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,1.0,Shared tools,24.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
494,Points 0–199,6.0,Previous roles completed,Communications equipment,368.0,No reserve,>=7,4.0,Single adult,No co-sponsor,4.0,Long-term fund,38.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
389,Points 0–199,15.0,Issues on prior roles,Microenterprise support,2326.0,Reserve: 500–999,1<=X<4,2.0,Single adult,No co-sponsor,4.0,Shared tools,27.0,Partner bank,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
988,No points account,13.0,Previous roles completed,Communications equipment,1409.0,Reserve: 100–499,unemployed,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,64.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
332,No points account,18.0,Issues on prior roles,Training / education,1864.0,Reserve: 100–499,1<=X<4,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Community plot share,30.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,bad
498,No points account,24.0,Issues on prior roles,Workshop equipment,1585.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,3.0,Long-term fund,40.0,None,Own housing,2.0,Skilled volunteer,1.0,No phone,Newcomer,good
371,No points account,36.0,Previous roles completed,Transport (new),3079.0,No reserve,1<=X<4,4.0,Single adult,No co-sponsor,4.0,Community plot share,36.0,None,Own housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
871,No points account,36.0,Delayed in prior commitments,Workshop equipment,7678.0,Reserve: 500–999,4<=X<7,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,40.0,None,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
393,Points negative,36.0,Previous roles completed,Transport (new),3249.0,Reserve: <100,4<=X<7,2.0,Single adult,No co-sponsor,4.0,No tangible assets,39.0,Partner bank,Hosted / no rent,1.0,Highly skilled / lead,2.0,Has phone,Newcomer,good
207,No points account,12.0,Issues on prior roles,Workshop equipment,1935.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,Community plot share,43.0,None,Own housing,3.0,Skilled volunteer,1.0,Has phone,Newcomer,good
968,No points account,15.0,Previous roles completed,Communications equipment,3568.0,Reserve: <100,>=7,4.0,Adult w/ dependents or shared household,No co-sponsor,2.0,Shared tools,54.0,Partner bank,Rented housing,1.0,Highly skilled / lead,1.0,Has phone,Newcomer,good
702,Points negative,48.0,Issues on prior roles,Transport (used),6331.0,Reserve: <100,>=7,4.0,Single adult,No co-sponsor,4.0,No tangible assets,46.0,None,Hosted / no rent,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
953,Points 0–199,24.0,Previous roles completed,Transport (used),4113.0,Reserve: 500–999,<1,3.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Shared tools,28.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,bad
768,No points account,10.0,Previous roles completed,Transport (used),2901.0,No reserve,<1,1.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Community plot share,31.0,None,Rented housing,1.0,Skilled volunteer,1.0,No phone,Newcomer,good
671,No points account,24.0,Issues on prior roles,Microenterprise support,4139.0,Reserve: 100–499,1<=X<4,3.0,Single adult,No co-sponsor,3.0,Long-term fund,27.0,None,Own housing,2.0,Unskilled resident,1.0,Has phone,Newcomer,good
27,No points account,6.0,No prior roles / all on time,Communications equipment,426.0,Reserve: <100,>=7,4.0,Committed/shared household,No co-sponsor,4.0,Shared tools,39.0,None,Own housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
437,No points account,6.0,Previous roles completed,Plot repairs,660.0,Reserve: 500–999,4<=X<7,2.0,Committed/shared household,No co-sponsor,4.0,Community plot share,23.0,None,Rented housing,1.0,Unskilled resident,1.0,No phone,Newcomer,good
458,Points negative,12.0,Previous roles completed,Transport (used),3386.0,Reserve: <100,>=7,3.0,Single adult,No co-sponsor,4.0,No tangible assets,35.0,None,Hosted / no rent,1.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
518,No points account,36.0,Issues on prior roles,Workshop equipment,7127.0,Reserve: <100,<1,2.0,Adult w/ dependents or shared household,No co-sponsor,4.0,Long-term fund,23.0,None,Rented housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,bad
196,Points 0–199,9.0,Issues on prior roles,Training / education,1501.0,Reserve: <100,>=7,2.0,Adult w/ dependents or shared household,No co-sponsor,3.0,Shared tools,34.0,None,Own housing,2.0,Highly skilled / lead,1.0,Has phone,Newcomer,bad
720,Points 0–199,20.0,No prior roles / all on time,Transport (used),6148.0,Reserve: 100–499,>=7,3.0,Committed/shared household,No co-sponsor,4.0,Shared tools,31.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
465,No points account,18.0,Previous roles completed,Microenterprise support,1950.0,Reserve: <100,4<=X<7,4.0,Single adult,No co-sponsor,1.0,Shared tools,34.0,Partner stores,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
242,No points account,6.0,Previous roles completed,Communications equipment,1595.0,Reserve: <100,4<=X<7,3.0,Single adult,No co-sponsor,2.0,Long-term fund,51.0,None,Own housing,1.0,Skilled volunteer,2.0,No phone,Newcomer,good
159,Points 0–199,24.0,Previous roles completed,Transport (new),3512.0,Reserve: 100–499,4<=X<7,2.0,Single adult,No co-sponsor,3.0,Shared tools,38.0,Partner bank,Own housing,2.0,Skilled volunteer,1.0,Has phone,Newcomer,good
958,Points 0–199,9.0,Issues on prior roles,Communications equipment,1154.0,Reserve: <100,>=7,2.0,Single adult,No co-sponsor,4.0,Community plot share,37.0,None,Own housing,3.0,Unskilled resident,1.0,No phone,Newcomer,good
